Feature	Gain	Cover	Frequency
mextraccion_autoservicio_delta1	0.000776044398143306	0.00289133045615011	0.0019722655633667
ccuenta_debitos_automaticos_lag1	0.000775419995597307	0.00308731974464693	0.0014638593292544
mextraccion_autoservicio	0.000773283345792701	0.00274193826202989	0.00188460931610596
ctarjeta_visa_debitos_automaticos	0.000745994608071033	0.00134108081945309	0.00159534370014551
ccajas_consultas_delta1	0.000733092399474725	0.00440073507832777	0.000806437474798829
ctransferencias_recibidas_delta1	0.000730107385913297	0.00134479020296662	0.00178818744411914
mprestamos_prendarios	0.000716690216971645	0.00682240764174652	0.000718781227538087
Master_mconsumospesos	0.000683106337600704	0.00161685673460331	0.00201609368699707
ccomisiones_mantenimiento_lag1	0.000643664286154466	0.00179128726743983	0.00109570309075928
ctarjeta_visa_debitos_automaticos_delta1	0.000640449759724492	0.00186964868563888	0.000902859346785645
mcuenta_debitos_automaticos_delta1	0.000639246946171323	0.00200397039519106	0.00140249995617188
ccuenta_debitos_automaticos	0.00062144601334292	0.0022680080476532	0.00151645307761084
thomebanking_lag1	0.000611573330010308	0.000618255504326786	0.00106064059185498
mtarjeta_master_consumo_lag1	0.000598986870729105	0.00205660614772865	0.0008502655984292
mplazo_fijo_dolares	0.000589412246883686	0.00314622549241592	0.000525937483564454
Master_mconsumospesos_lag1	0.00057901825991754	0.00192322000493381	0.00164793744850196
Master_msaldototal_delta1	0.00055693998945205	0.00214684035907418	0.00101681246822461
Master_cconsumos	0.000547169297413723	0.00175782421806883	0.0011219999649375
mpagomiscuentas_delta1	0.000546933213798302	0.00174294811503122	0.00159534370014551
cpagomiscuentas	0.000545139949291196	0.00198677200909462	0.00134990620781543
cpagomiscuentas_lag1	0.000544419912736592	0.00119505480635769	0.00128854683473291
Master_mconsumospesos_delta1	0.000534854312238792	0.00160771634649566	0.00126224996055469
Master_mfinanciacion_limite_delta1	0.000527942462228844	0.00533586466929757	0.00103434371767676
matm_lag1	0.000526921931158182	0.00141233202249316	0.00143756245507617
Master_mpagominimo_delta1	0.000524459329699211	0.00189556750354046	0.0011570624638418
ccajas_trx_delta1	0.000518596002411634	0.00188575669122944	0.000648656229729493
matm	0.00051169060347933	0.00112469330218023	0.00125348433582861
ccaja_ahorro_lag1	0.000511355218069846	0.00120369525746197	0.00101681246822461
cextraccion_autoservicio_lag1	0.000503106007647959	0.00238691737626958	0.00120965621219824
Visa_mpagado_delta1	0.000502212602877064	0.00170921754135628	0.00101681246822461
mplazo_fijo_dolares_delta1	0.000494622876765506	0.00429645576419487	0.000604828106099122
Visa_mpagosdolares	0.000481096079288406	0.00112806271009212	0.00105187496712891
